Image,Task,Result,Execution Time (seconds)
Kanye_West_Ye_2012_SPRING_READY-TO-WEAR_19.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with a model walking down a white runway. She is wearing a black jacket with a zippered front and a colorful, abstract-patterned scarf tied around her neck. She is also wearing a black skirt with a contrasting black and white pattern. The model's boots are a beige or light brown color, and she is wearing a light-colored, possibly beige, ankle boot. Her hair is styled in a loose, textured updo. The background is a blurred space, likely a crowd, with other people present, suggesting a lively and dynamic atmosphere.",17.395500659942627
Kanye_West_Ye_2012_FALL_READY-TO-WEAR_13.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with the central figure walking down a brightly lit runway. The model is dressed in a black ensemble, consisting of a long, black coat with a high collar and cuffs, a black dress with a black and white patterned bodice, and black boots with a pointed toe. The model's hair is styled in a sleek, pulled-back fashion, and she wears a black corset-style top underneath the black coat. The runway is illuminated by bright lights, and the background is blurred, drawing the viewer's focus to the model and her attire. The runway itself is a light gray or off-white color.",19.40050220489502
Kanye_West_Ye_2012_FALL_READY-TO-WEAR_9.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with the central figure walking on a runway. She is wearing a black leather jacket with a high collar and cuffs, and black boots with a chunky heel. The jacket also features a cinched waist and a small, dark-colored detail on the sleeve. The runway is illuminated by a soft glow, and the background is blurred, drawing focus to the model. The runway itself is a solid gray, and the background is a gradient of color, transitioning from a darker to a lighter shade. The model's hair is styled in a loose, textured updo.",16.984268188476562
Kanye_West_Ye_2012_SPRING_READY-TO-WEAR_10.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with the central figure walking down a white runway. She is wearing a beige outfit consisting of a cropped top with a belt, a beige skirt, and black strappy heeled sandals. The outfit also includes a beige belt. Her hair is styled in loose waves, and she wears a watch on her left wrist. The runway is set against a white wall, and in the background, other models can be seen, their outfits blurred, indicating a sense of motion and activity. The image is taken from a low angle, emphasizing the height of the models and the grandeur of the event.",17.671735048294067
Kanye_West_Ye_2012_FALL_READY-TO-WEAR_18.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show scene. At the center, a model strides down the runway, her body slightly angled to the left. She wears a fur coat, a black top, and black pants, creating a chic and sophisticated look. She also sports a black turtleneck and a black belt. She carries a beige purse, adding a touch of elegance to her ensemble. Her dark, black boots complete her outfit. The runway is set against a backdrop of a neutral, light-colored surface, possibly a runway, and a blurred audience in the background.",16.609633445739746
Kanye_West_Ye_2012_FALL_READY-TO-WEAR_7.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with the central figure walking down a light gray runway. She is wearing a black leather jacket, a black dress, and black boots. The jacket features a black choker and a black leather cinched at the neck. The dress is a long, flowing skirt that falls just below her ankles. The model's hair is styled in a sleek, pulled-back manner. Her hands are not visible, and she is not holding a black purse. The runway is set against a backdrop of a blurred cityscape, with the city lights visible in the distance.",17.34768795967102
Kanye_West_Ye_2012_FALL_READY-TO-WEAR_4.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show featuring models. The central figure is a model wearing a fur coat with a black and gold pattern, paired with a black skirt and black boots. The fur coat has a high collar and cuffs, adding a touch of elegance. The model's outfit is complete with a black belt and a black shoe. The runway is a dark gray or blue color, and the background is blurred, drawing focus to the models and their outfits. The image is taken from a low angle, emphasizing the height of the models and the grandeur of the runway.",17.647339820861816
Kanye_West_Ye_2012_FALL_READY-TO-WEAR_16.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with a model striding the center. She wears a chic ensemble consisting of a white blouse, a beige scarf, and a pair of strappy, light-colored boots. The beige scarf drapes elegantly over her shoulders, while the boots are a metallic gold or brass color. Her outfit is completed with a choker necklace and a cinched waistband cinched to the boots, adding a touch of sophistication. The model's hair is styled in loose waves, and she wears a watch on her left wrist. The background is a blur of a cityscape, with the lights of the city visible, providing a contrast to the model's figure. The image is taken from a low angle, emphasizing the model's height and the vastness of the cityscape.",27.0107524394989
Kanye_West_Ye_2012_FALL_READY-TO-WEAR_1.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with the central figure being a woman. She is wearing a black leather jacket, a black leather skirt, and black boots with a choker-style collar. The jacket has a belted waist and cuffs, and the boots have a lace-up detail. The model's hair is styled in a loose, textured updo. She stands on a gray runway, which provides a stark contrast to her attire. The background is blurred, suggesting a continuation of the fashion show, and the focus is solely on the model and her outfit. The image is taken from a low angle, enhancing the sense of height and grandeur.",19.145800590515137
Kanye_West_Ye_2012_SPRING_READY-TO-WEAR_24.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," A man stands confidently against a stark white background, wearing a casual gray t-shirt and black pants. His hands are casually tucked into his pockets, and he wears a watch on his left wrist. His gaze is directed towards the camera, engaging the viewer directly. The man's stance and the simplicity of his attire suggest a relaxed and possibly contemplative mood. He is wearing dark-colored sneakers. The image is devoid of any text or other objects, and the man is the sole subject, his central focus. He is centrally positioned in the image, with the stark white background surrounding him.",17.245989322662354
Kanye_West_Ye_2012_FALL_READY-TO-WEAR_6.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with the central figure walking down a gray runway. She is wearing a black coat with a shiny, metallic collar and cuffs, and a black skirt. The coat's design is layered, with a cinched-toe black leather-like element at the ankle. She also wears brown, knee-high boots with a ribbed texture. The runway is illuminated by a soft glow, and the background is blurred, drawing focus to the model. The image is taken from a low angle, enhancing the sense of scale and the prominence of the model. The model's hair is styled in a high, pulled-back style.",19.538464307785034
Kanye_West_Ye_2012_FALL_READY-TO-WEAR_20.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with the central figure being a woman. She is wearing a black dress with a shiny, metallic texture and a high neckline. The dress features a cinched waist and long sleeves. She is also wearing black knee-high boots with a lace-up detail. The runway is a blur of movement, and the background is a soft blur, drawing the viewer's attention to the woman and her outfit. The dress's color and the woman's hair are both dark, providing a stark contrast. The background is a blur of colors and shapes, including a partial orange/brown object, but it is not possible to determine if it is a lamp or part of the runway setup.",21.61233377456665
Kanye_West_Ye_2012_SPRING_READY-TO-WEAR_4.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show taking place in a studio. The central figure is a model, elegantly striding down the runway. She wears a black and white patterned sweater, blue jeans, and brown shoes. Her hair is styled in loose waves. The model's outfit is complemented by a brown purse. The backdrop is a simple white wall, providing a neutral canvas that allows the focus to remain on the model and her outfit. The floor is a light gray or off-white, and the audience is partially visible in the background, seated and seemingly watching the model's performance.",18.72656774520874
Kanye_West_Ye_2012_FALL_READY-TO-WEAR_3.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with the central focus being a model walking down a runway. She is wearing a black leather jacket with gold/yellow accents, a black skirt, and black boots. The jacket features a zipper and a cinched waist, and the model's hair is styled in a sleek, pulled-back manner. The runway is a dark gray or blue color, and the background is blurred, suggesting the presence of other models. The image is taken from a low angle, emphasizing the model's presence and the grandeur of the runway.",17.999728441238403
Kanye_West_Ye_2012_SPRING_READY-TO-WEAR_12.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with the central figure walking on a white runway. She is wearing a white long-sleeved top with a gold-colored zipper, paired with a cream-colored pencil skirt. The top has a small, round, gold-colored detail on the chest. She also wears a light-colored, possibly beige, ankle bracelet or ankle cuff. Her hair is styled in loose waves, and she is wearing light-colored, possibly beige, flats. The background is a stark white, providing a contrast that makes the model and her outfit stand out. The runway is devoid of any other individuals, focusing solely on the model and her presentation.",20.325048208236694
Kanye_West_Ye_2012_SPRING_READY-TO-WEAR_15.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show featuring models walking on a white runway. The runway is bordered by a green wall on the left and a white wall on the right. In the center of the image, a model strides confidently towards the camera, wearing a white dress with a unique cutout at the neckline. She wears cream-colored sandals with a strap across her left ankle. Her hair is styled in loose waves. The background includes a partial view of a second model, also dressed in a peach or coral-colored dress. The overall impression is of a fashion show in progress, with the models showcasing their attire.",17.572511672973633
Kanye_West_Ye_2012_SPRING_READY-TO-WEAR_16.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show taking place in a modern, minimalist studio. The runway is filled with the movement of the models, who are the central figures. The models are wearing a variety of outfits, including a white dress with a high slit and a white jacket, and a pair of white sandals. The outfit on the runway features a white top with a subtle, possibly beige or gold, design and a white skirt. The runway is a stark white, contrasting with the black and white checkered floor beneath. The background is a blurred, neutral color, allowing the focus to remain on the models and their stylish outfits.",18.353654861450195
Kanye_West_Ye_2012_SPRING_READY-TO-WEAR_5.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," A model strides confidently down a white runway, wearing a gray off-the-shoulder top and pants that appear to be made of a shiny, metallic material. Her blonde hair cascades down her shoulders, and her feet are adorned with a blue and black striped sock. Her hands rest on the sides of her pants, and her gaze is directed towards the left side of the image. The background is a stark white, providing a contrast that makes the model stand out. The model is also wearing a bracelet on her left wrist. Her shoes are a combination of blue and black.",16.83793020248413
Kanye_West_Ye_2012_SPRING_READY-TO-WEAR_8.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with three models walking on a white runway. The central figure is a model in a black dress with a high-heeled sandal, accessorized with a fur-trimmed coat. Her long, dark hair cascades down her back. To her left, a model wears a black dress with a black belt, and her hair flows down her back. The third model, slightly blurred, is also seen, wearing a black dress with a black belt and a black and white patterned scarf. The background is a simple white wall, providing a stark contrast to the models' outfits and the white runway.",19.66722798347473
Kanye_West_Ye_2012_FALL_READY-TO-WEAR_21.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," A person is captured in a moment of action, holding a microphone in their right hand and pointing it towards the left side of the image. They are dressed in a blue jacket and a white apron, standing out against the dark background. The person's face is lit up with an intense gaze, and their body language suggests they might be a singer or performer. The background is dark, with a faint suggestion of a stage or performance area, and a blue light or glow is visible in the lower right corner. The person's feet are bare, and they appear to be wearing dark-colored footwear.",19.316991567611694
Kanye_West_Ye_2012_SPRING_READY-TO-WEAR_20.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with the central figure walking down a white runway. She is wearing a black top with a gold/brown geometric design and gold pants with a subtle pattern. The top has a high collar and a small, dark-colored detail near the neckline. The bottom of the top has a small, dark-colored detail. The model's shoes are a combination of blue and black, with the heels appearing to be a combination of blue and black. Her hair is styled in loose waves, and she is wearing a necklace. The background is a simple white wall, providing a stark contrast to the model's vibrant attire. Other individuals are visible in the background, possibly other models or staff, but their features are not clearly visible.",21.922931432724
Kanye_West_Ye_2012_FALL_READY-TO-WEAR_17.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with the central figure walking down a light gray runway. She is wearing a white fur coat with a fur collar and a long, white, possibly feathered, garment that extends to the wrists. The coat's fur appears to be a blend of white and a shimmery, metallic-looking material. The model's white fur extends to the collar and the fur flows to her ankles, creating a sense of movement. She is also wearing a white, possibly lace-like, top and beige, high-heeled sandals. Her hair is styled in loose waves, complementing the overall look. The background is a blur of other models, their forms slightly blurred, emphasizing the dynamic nature of the fashion show.",22.21488380432129
Kanye_West_Ye_2012_SPRING_READY-TO-WEAR_11.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with the central figure walking down a white runway. She is wearing a white blazer, a white, off-the-shoulder top, and cream-colored pants. Her hair is styled in loose waves, complementing the overall look. She also wears a gold necklace. The runway is set against a white wall, and the background includes a blurred audience, adding a sense of depth to the scene. The model's shoes are a light beige or cream color.",15.056382656097412
Kanye_West_Ye_2012_SPRING_READY-TO-WEAR_17.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with the main focus on a model walking down the runway. She is wearing a cream-colored sweater with a textured, possibly knitted, pattern and black shorts. Her dark brown or black heels are visible. The runway is set against a stark white background, and the blurred figures of other models suggest the dynamic nature of the event. The image is taken from a low angle, emphasizing the model's presence and her movement. The colors in the image are predominantly neutral, with the white background providing a stark contrast. The model's outfit includes a black bra and a light-colored, possibly white, top. Her dark hair is styled in a low ponytail.",21.678747177124023
Kanye_West_Ye_2012_SPRING_READY-TO-WEAR_22.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with the central figure walking on a white runway. She is wearing a white blazer, a striped shirt, and a cream or beige skirt with a subtle texture. The blazer is paired with cream or beige ankle boots with a textured sole. Her blonde hair is styled in loose waves. The model's skirt features a subtle, textured pattern. She also wears a small, dark-colored necklace. Her hands are free, and her feet are slightly apart, suggesting a sense of movement. The background is a blurred space, with other models visible, though their features are not entirely clear.",20.749394178390503
Kanye_West_Ye_2012_SPRING_READY-TO-WEAR_7.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show featuring models wearing predominantly black dresses. The dress features a black bodice with a gold or light-colored embellishment, a black skirt, and black strappy heels. The model's outfit is completed with a black belt and a gold or light-colored necklace. The runway is set against a white wall, with a blurred audience in the background. The floor is a light color, possibly white or off-white.",12.791237115859985
Kanye_West_Ye_2012_FALL_READY-TO-WEAR_19.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with the central figure wearing a beige coat and black boots. The coat is long and flows over the shoulder, and the boots are a dark color. The model's hands are clasped together, and she wears a black choker necklace. The background is a neutral color, possibly white or off-white, providing a contrast to the bold colors of the model's attire. The perspective of the image is from the front, slightly below the model, giving a sense of immediacy and immediacy. The background is blurred, drawing focus to the model and the entire scene. The model's hair is styled in a high, pulled-back style.",19.657769918441772
Kanye_West_Ye_2012_SPRING_READY-TO-WEAR_23.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show featuring models walking on a white runway. The runway is bordered by a white wall on the left side, and a portion of a dark-colored garment is visible on the right side. The models are wearing a variety of outfits, including a white crop top with a lace-up front, a white skirt, and a white jacket with a plaid or checkered pattern. The models' shoes are a mix of brown and beige, adding a touch of color to the neutral palette. The background is blurred, drawing the focus to the models and their coordinated outfits. The perspective of the image is from the front of the runway, providing a clear view of the models and the white wall.",20.683764934539795
Kanye_West_Ye_2012_SPRING_READY-TO-WEAR_21.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show taking place in a studio. The central figure is a model, elegantly striding down the runway. She wears a white off-the-shoulder top with a brown belt, paired with beige pants that reach her knees. The model's long, light brown hair flows down, adding a touch of nature to the outfit. Her shoes are a pair of brown heels with a strap. The studio has a neutral color scheme, with white walls and a light-colored floor. In the background, other models can be seen, their attention focused on the front of the runway.",17.621639728546143
Kanye_West_Ye_2012_SPRING_READY-TO-WEAR_13.jpg,"Tell me Context of an outfit, Tell me Theme of an outfit, Tell me Collection Notes of an outfit, Tell me Garment of an outfit, Tell me Garment style of an outfit, Tell me Design elements of an outfit, Tell me vibe of an outfit, Tell me emotional tone of an outfit."," The image captures a fashion show, with the focus on a model walking down the runway. She is wearing a pink blouse with a floral pattern and a brown skirt, paired with brown boots. Her hair is styled in loose waves, and she has a neutral expression. The runway is set against a white wall, and the background shows a blurred audience, suggesting a crowd of spectators. The image is taken from a low angle, emphasizing the model's ascent. The model's outfit is a coordinated ensemble, with the pink blouse and brown skirt complementing the brown boots. The model's skirt features a subtle, possibly beige or tan, detail. She is also wearing a black belt with a small, possibly metallic, detail.",15.75180721282959
